username,positive_percentage,neutral_percentage,negative_percentage,sentiment_score,dominant_sentiment
missalexandraax,34.58,31.1,34.32,50.13,Neutral 😐
missanandersen,33.91,32.62,33.48,50.21,Neutral 😐
missbethanykate_,35.18,29.63,35.18,50.0,Neutral 😐
missjass,37.25,27.45,35.29,50.98,Neutral 😐
missmustardseed,35.27,28.46,36.27,49.5,Neutral 😐
misspsychocat,34.63,31.16,34.21,50.21,Neutral 😐
missrosehome,35.57,29.16,35.27,50.15,Neutral 😐
misstillyandme,36.3,29.79,33.9,51.2,Neutral 😐
missvanessapagan,33.33,31.67,35.0,49.17,Neutral 😐
mistyonpointe,35.06,29.65,35.29,49.89,Neutral 😐
mklyns,34.56,29.79,35.64,49.46,Neutral 😐
mmlarose,36.36,25.0,38.64,48.86,Neutral 😐
modaacolazione,36.76,29.41,33.82,51.47,Neutral 😐
modernlatina,30.0,33.33,36.67,46.67,Neutral 😐
modhippiehabits,35.8,29.18,35.02,50.39,Neutral 😐
moe_sheehan,35.48,29.03,35.48,50.0,Neutral 😐
mollyletendre,37.74,26.42,35.85,50.94,Neutral 😐
mollymalhotras,36.51,26.59,36.9,49.8,Neutral 😐
mommy_posh,37.35,26.51,36.14,50.6,Neutral 😐
mommyinlosangeles,34.22,29.98,35.79,49.22,Neutral 😐
mommyinmakeupland,35.05,29.64,35.3,49.87,Neutral 😐
monalogue,33.71,29.99,36.3,48.71,Neutral 😐
monascherie,34.59,30.23,35.18,49.7,Neutral 😐
monatogo,37.5,25.0,37.5,50.0,Neutral 😐
monicammingo,36.36,27.27,36.36,50.0,Neutral 😐
monicanto_,35.06,30.12,34.81,50.12,Neutral 😐
monika_bick,35.68,28.44,35.88,49.9,Neutral 😐
monikabenserud,35.34,28.83,35.83,49.75,Neutral 😐
montreall,34.21,34.21,31.58,51.32,Neutral 😐
montygeer,35.21,30.54,34.24,50.49,Neutral 😐
mony_lyra,40.0,24.0,36.0,52.0,Neutral 😐
morganjohnson28th,40.0,20.0,40.0,50.0,Neutral 😐
morganjohnson__,50.0,16.67,33.33,58.33,Neutral 😐
morgankayyy,33.11,30.03,36.86,48.12,Neutral 😐
moritz_hau,38.04,30.43,31.52,53.26,Neutral 😐
mossbanklane,36.9,29.25,33.84,51.53,Neutral 😐
mossonyi,34.65,30.3,35.04,49.81,Neutral 😐
moussamchangama,33.33,0.0,66.67,33.33,Neutral 😐
moussetaco,33.5,29.14,37.36,48.07,Neutral 😐
mrchrismcmillan,35.01,29.53,35.46,49.77,Neutral 😐
mrdavidduran,35.33,28.73,35.94,49.69,Neutral 😐
mrmontywolf,34.42,29.67,35.91,49.26,Neutral 😐
mrsdakotadavis,35.61,29.23,35.15,50.23,Neutral 😐
mrsdchastain,35.19,29.35,35.46,49.86,Neutral 😐
mrshazleyandababy,34.55,30.85,34.61,49.97,Neutral 😐
mrsmajorhoff,35.8,28.99,35.21,50.3,Neutral 😐
mrzmomof3,33.68,34.74,31.58,51.05,Neutral 😐
msangelmonroe,42.86,28.57,28.57,57.14,Neutral 😐
mscourtneyquinn,33.56,32.19,34.25,49.66,Neutral 😐
mselvaag,34.88,30.39,34.73,50.07,Neutral 😐
mserrym,30.77,30.77,38.46,46.15,Neutral 😐
mshogrider67,,,,0.0,Neutral 😐
msmadeleine_,34.91,29.86,35.22,49.84,Neutral 😐
msminimalist,35.4,29.68,34.92,50.24,Neutral 😐
msrebeccablack,34.81,30.23,34.96,49.93,Neutral 😐
mtcg1,33.33,25.0,41.67,45.83,Neutral 😐
mtmomrunner,0.0,50.0,50.0,25.0,Negative 😔
mtokt,34.88,27.91,37.21,48.84,Neutral 😐
mummyandmooseblog,31.37,33.33,35.29,48.04,Neutral 😐
mummysnowyowl,37.04,29.63,33.33,51.85,Neutral 😐
mumsymidwife,36.42,26.54,37.04,49.69,Neutral 😐
munalamis,35.41,29.31,35.28,50.06,Neutral 😐
mundoverdecidadejardim,34.94,32.53,32.53,51.2,Neutral 😐
mustelaphilippines,36.07,34.43,29.51,53.28,Neutral 😐
mvchaeljames,30.0,40.0,30.0,50.0,Neutral 😐
myamoako_blog,44.44,22.22,33.33,55.56,Neutral 😐
mydiaryofus,34.28,31.51,34.21,50.03,Neutral 😐
mygirlishwhims,35.06,29.04,35.9,49.58,Neutral 😐
mykastauffer,34.62,29.67,35.71,49.45,Neutral 😐
mykemetzger,37.1,27.78,35.13,50.99,Neutral 😐
mylesbrownskin,38.89,22.22,38.89,50.0,Neutral 😐
mylifeasbri,33.33,33.33,33.33,50.0,Neutral 😐
mylittlelifesjourneys,35.09,30.48,34.43,50.33,Neutral 😐
mymatters,34.72,29.64,35.64,49.54,Neutral 😐
mymoistmemes,36.53,26.78,36.69,49.92,Neutral 😐
mymommystyle,35.51,30.63,33.85,50.83,Neutral 😐
myplotofsunshine,35.73,29.04,35.23,50.25,Neutral 😐
myrolledupjeans,36.11,28.12,35.76,50.17,Neutral 😐
mysmallbigworld_,35.35,29.92,34.72,50.31,Neutral 😐
mysoyacincau,42.86,28.57,28.57,57.14,Neutral 😐
mystina83,36.26,29.67,34.07,51.1,Neutral 😐
myweddingmerchant,38.32,25.75,35.93,51.2,Neutral 😐
mywombdripsgold,,,,0.0,Neutral 😐
mzgossipgirl,33.44,31.36,35.21,49.11,Neutral 😐
nabela,35.11,30.22,34.67,50.22,Neutral 😐
nabilahhmakeup,35.31,30.05,34.64,50.34,Neutral 😐
nadabeauty78,38.3,25.53,36.17,51.06,Neutral 😐
nadiaanya__,34.82,30.31,34.87,49.98,Neutral 😐
nadiagrundholm,40.0,20.0,40.0,50.0,Neutral 😐
nadinedasofficial,35.31,29.88,34.82,50.25,Neutral 😐
nadyaokamoto,35.52,30.07,34.41,50.56,Neutral 😐
nafixlove,37.8,30.49,31.71,53.05,Neutral 😐
naiame_,37.5,28.12,34.38,51.56,Neutral 😐
nailartbyjen,35.45,28.32,36.23,49.61,Neutral 😐
namelesskait,34.95,29.77,35.28,49.84,Neutral 😐
nanaasamoahh,36.17,28.02,35.8,50.19,Neutral 😐
nancy_cruises,34.53,30.03,35.44,49.54,Neutral 😐
nanischy,34.9,29.69,35.42,49.74,Neutral 😐
naoliving,42.86,28.57,28.57,57.14,Neutral 😐
nastaranmarie,36.68,27.14,36.18,50.25,Neutral 😐
natalie_ranae,35.59,30.72,33.69,50.95,Neutral 😐
nataliefolchi,34.49,30.87,34.64,49.93,Neutral 😐
nataliewall,37.37,27.95,34.68,51.35,Neutral 😐
natashaleeds,34.76,30.06,35.17,49.8,Neutral 😐
nateboyer37,34.72,29.73,35.55,49.58,Neutral 😐
natizavdl,34.96,29.29,35.75,49.6,Neutral 😐
natttnooo_travel_explore,35.51,28.99,35.51,50.0,Neutral 😐
nazhelms,35.04,29.69,35.27,49.89,Neutral 😐
nbakerpararider,35.48,30.88,33.64,50.92,Neutral 😐
necklaceofpearl,35.1,30.08,34.82,50.14,Neutral 😐
neelsvisser,35.97,28.55,35.49,50.24,Neutral 😐
neferteriplessy,35.63,29.43,34.94,50.34,Neutral 😐
nelkal,33.98,32.32,33.7,50.14,Neutral 😐
nellarosemakeup,35.25,30.61,34.14,50.56,Neutral 😐
nellecreations,35.32,29.15,35.53,49.9,Neutral 😐
neobaepi,33.33,33.33,33.33,50.0,Neutral 😐
neriahfisher,34.7,31.39,33.91,50.39,Neutral 😐
nessabransan,35.29,29.67,35.04,50.13,Neutral 😐
nessavarez,36.16,28.63,35.21,50.48,Neutral 😐
nestingwithgrace,36.0,28.03,35.98,50.01,Neutral 😐
newindoha,36.22,29.92,33.86,51.18,Neutral 😐
newinzurich,34.06,30.78,35.16,49.45,Neutral 😐
newyork_ig,34.22,32.18,33.6,50.31,Neutral 😐
nicdncr,36.94,28.83,34.23,51.35,Neutral 😐
nicholasdaines,35.37,30.79,33.84,50.76,Neutral 😐
nichollesophia,35.31,29.76,34.92,50.19,Neutral 😐
nickelodeon,32.35,35.23,32.43,49.96,Neutral 😐
nickjbrasil,41.67,33.33,25.0,58.33,Neutral 😐
nicoarittmeyer,35.95,28.1,35.95,50.0,Neutral 😐
nicolabresciani_1980,35.48,31.18,33.33,51.08,Neutral 😐
nicolasdesm,35.11,28.72,36.17,49.47,Neutral 😐
nicole_huisman,35.42,29.78,34.8,50.31,Neutral 😐
nicole_yuen,36.26,27.49,36.26,50.0,Neutral 😐
nicoleashleykemmet,35.38,28.46,36.15,49.62,Neutral 😐
nicolebonasoro,42.86,23.81,33.33,54.76,Neutral 😐
nicoleeecutler,35.14,29.26,35.6,49.77,Neutral 😐
nicoleguerriero,35.62,30.52,33.86,50.88,Neutral 😐
nicoleprazeres,34.49,30.25,35.26,49.62,Neutral 😐
nicoles_ontheroad,33.33,33.33,33.33,50.0,Neutral 😐
nicolewilliamspr,36.0,28.0,36.0,50.0,Neutral 😐
nicolinnnaa,35.96,28.77,35.27,50.34,Neutral 😐
niesia25,35.68,29.77,34.55,50.57,Neutral 😐
niimaboa,37.88,25.76,36.36,50.76,Neutral 😐
nikawonders,34.44,30.21,35.35,49.55,Neutral 😐
nikkicostantino,33.33,33.33,33.33,50.0,Neutral 😐
nikkiperkins_mua,31.82,34.09,34.09,48.86,Neutral 😐
nikobedoya,34.15,29.27,36.59,48.78,Neutral 😐
nilooxstylebook,34.37,31.06,34.57,49.9,Neutral 😐
nirvanastudioshollywood,36.36,27.27,36.36,50.0,Neutral 😐
nissytee,32.94,31.57,35.49,48.73,Neutral 😐
nixnon,41.67,22.22,36.11,52.78,Neutral 😐
nkaysheila,36.67,26.67,36.67,50.0,Neutral 😐
noahgallowayathlete,34.33,30.22,35.46,49.43,Neutral 😐
noahschnapp,34.22,30.38,35.4,49.41,Neutral 😐
noahsdaddotcom,36.07,27.46,36.48,49.8,Neutral 😐
noboringdays,35.01,30.47,34.52,50.24,Neutral 😐
noelbayarri,35.17,31.71,33.13,51.02,Neutral 😐
noelledowning,34.36,30.3,35.34,49.51,Neutral 😐
nomanoire,34.18,30.09,35.73,49.23,Neutral 😐
nomtasticfoods,35.71,28.57,35.71,50.0,Neutral 😐
non_chiamatela_dieta,34.67,32.44,32.89,50.89,Neutral 😐
notjustamumof2,37.8,26.8,35.4,51.2,Neutral 😐
notnicoled,34.56,31.4,34.04,50.26,Neutral 😐
notsosmugnow,36.09,28.13,35.78,50.16,Neutral 😐
notyouraveragejoe_89,35.17,30.34,34.48,50.34,Neutral 😐
novahousewives,36.68,28.2,35.12,50.78,Neutral 😐
novsunflower,36.0,28.0,36.0,50.0,Neutral 😐
nudelipdiaries,35.09,29.92,34.98,50.06,Neutral 😐
nursejakeluis,36.03,30.3,33.67,51.18,Neutral 😐
nutriitional,33.23,31.98,34.79,49.22,Neutral 😐
nyc_blonde,37.77,27.13,35.11,51.33,Neutral 😐
nycpretty,35.28,29.46,35.25,50.02,Neutral 😐
nycsinglemom,37.04,26.85,36.11,50.46,Neutral 😐
nylonpink,35.55,29.57,34.88,50.33,Neutral 😐
ocean_artmedias,35.48,29.39,35.13,50.18,Neutral 😐
oddboz,38.03,23.94,38.03,50.0,Neutral 😐
oddri,41.67,25.0,33.33,54.17,Neutral 😐
odracir021,35.41,29.55,35.03,50.19,Neutral 😐
official_francesca_,38.12,26.25,35.62,51.25,Neutral 😐
officialbabygang,35.09,29.24,35.67,49.71,Neutral 😐
officialbiancaryan,36.83,27.43,35.74,50.55,Neutral 😐
officialcanucksarmy,38.89,27.78,33.33,52.78,Neutral 😐
officialjaquelinesummers,35.71,30.48,33.81,50.95,Neutral 😐
officialkintinue,36.73,22.45,40.82,47.96,Neutral 😐
officiallybratayley,34.75,29.8,35.45,49.65,Neutral 😐
oficialganacin,34.88,28.84,36.29,49.3,Neutral 😐
ogboombostic,34.97,31.13,33.9,50.53,Neutral 😐
ohhashleigh,35.62,30.14,34.25,50.68,Neutral 😐
ohhonestly,39.62,24.53,35.85,51.89,Neutral 😐
ohhsorosie,35.07,29.84,35.09,49.99,Neutral 😐
ohmygarters,35.15,29.76,35.09,50.03,Neutral 😐
oilsandgracetribe,37.21,27.13,35.66,50.78,Neutral 😐
okcovereasy,37.17,28.26,34.57,51.3,Neutral 😐
oliverjameswebb,35.55,29.32,35.13,50.21,Neutral 😐
oliviabrusca,37.12,28.79,34.09,51.52,Neutral 😐
oliviaterian,27.27,36.36,36.36,45.45,Neutral 😐
ollielockeworld,33.49,31.33,35.18,49.15,Neutral 😐
ollyfosterfitness,36.36,27.27,36.36,50.0,Neutral 😐
olya_timoshevich,35.55,28.75,35.69,49.93,Neutral 😐
omotayoad,37.5,29.17,33.33,52.08,Neutral 😐
one4one3,,,,0.0,Neutral 😐
onechicktravels,36.74,26.05,37.21,49.77,Neutral 😐
onehousetwosisters,34.74,30.04,35.21,49.77,Neutral 😐
oneloveathena,35.47,30.23,34.3,50.58,Neutral 😐
oneofakind_rican,35.79,29.89,34.32,50.74,Neutral 😐
onlydesign_inst,35.38,30.77,33.85,50.77,Neutral 😐
onlytiffanylynn,34.32,27.81,37.87,48.22,Neutral 😐
orangeismedia,38.46,23.08,38.46,50.0,Neutral 😐
organicrunnermom,35.98,28.57,35.45,50.26,Neutral 😐
oscarbranzani,35.12,29.46,35.42,49.85,Neutral 😐
oscarfrenchienyc,35.33,29.41,35.26,50.04,Neutral 😐
ourcraftymom,31.83,32.3,35.87,47.98,Neutral 😐
ourediblejourney,33.6,31.19,35.21,49.2,Neutral 😐
ourgrowingstorey,36.72,24.83,38.45,49.13,Neutral 😐
ourhousenowahome,33.33,33.33,33.33,50.0,Neutral 😐
out_in_london,35.37,29.96,34.67,50.35,Neutral 😐
outdoorafro,35.79,29.12,35.09,50.35,Neutral 😐
paigegeffken,37.1,28.49,34.41,51.34,Neutral 😐
paigewright__,34.98,29.83,35.19,49.9,Neutral 😐
palm_fotografie,34.51,30.82,34.67,49.92,Neutral 😐
pampuertas,35.29,28.82,35.88,49.71,Neutral 😐
passiionforfashion,36.28,28.76,34.96,50.66,Neutral 😐
paulas_projects,31.63,30.78,37.59,47.02,Neutral 😐
paulcorgan,33.77,32.47,33.77,50.0,Neutral 😐
peanuts_boy,33.33,33.33,33.33,50.0,Neutral 😐
pebblemagazine,36.46,24.58,38.96,48.75,Neutral 😐
petroffdaily,33.33,29.17,37.5,47.92,Neutral 😐
piktcha_purfekt,33.86,32.27,33.86,50.0,Neutral 😐
plainjane_style,34.7,30.3,35.0,49.85,Neutral 😐
pllconfessxoxo,40.0,28.0,32.0,54.0,Neutral 😐
polishvegangirl,36.53,27.77,35.7,50.42,Neutral 😐
poutpretty,34.53,31.4,34.07,50.23,Neutral 😐
prod84,33.7,30.83,35.48,49.11,Neutral 😐
pumpsandpouts,34.91,29.82,35.26,49.83,Neutral 😐
raulenlaplaya,35.63,30.42,33.95,50.84,Neutral 😐
readyoulater,,,,0.0,Neutral 😐
realmklibrary,36.84,27.19,35.96,50.44,Neutral 😐
regyates,34.98,29.84,35.18,49.9,Neutral 😐
reinventing50s,35.55,28.49,35.95,49.8,Neutral 😐
renataoriartt,35.36,30.94,33.7,50.83,Neutral 😐
riphair_,33.33,33.33,33.33,50.0,Neutral 😐
risako_yamamoto,36.84,26.32,36.84,50.0,Neutral 😐
rjportales,34.65,31.74,33.61,50.52,Neutral 😐
roeljbenitez,30.77,30.77,38.46,46.15,Neutral 😐
roomor_,35.84,30.11,34.05,50.9,Neutral 😐
roselinefilion,35.97,30.04,33.99,50.99,Neutral 😐
rosydiaries,35.36,29.33,35.31,50.03,Neutral 😐
running_usa,36.39,28.44,35.17,50.61,Neutral 😐
runwithnoregrets,33.73,29.89,36.38,48.68,Neutral 😐
sadafjkhan,37.87,29.05,33.08,52.39,Neutral 😐
saltandstraw,35.4,30.87,33.73,50.83,Neutral 😐
samantha_nivia_,35.62,29.12,35.25,50.19,Neutral 😐
samanthamariko,35.22,30.29,34.49,50.36,Neutral 😐
samblacky,34.78,30.32,34.89,49.94,Neutral 😐
sanard,36.08,30.41,33.51,51.29,Neutral 😐
sassyshortyb,35.08,29.52,35.4,49.84,Neutral 😐
sativadoesmakeup,34.8,30.38,34.82,49.99,Neutral 😐
schultzzie,33.38,30.68,35.94,48.72,Neutral 😐
serlinahohmann,34.83,33.65,31.52,51.66,Neutral 😐
shakailaelise,35.47,27.83,36.7,49.38,Neutral 😐
sharonwarten,34.98,30.42,34.6,50.19,Neutral 😐
shredbundy,34.84,31.06,34.09,50.38,Neutral 😐
sistagram_____,35.34,29.81,34.86,50.24,Neutral 😐
sofscope,35.56,28.89,35.56,50.0,Neutral 😐
solvita_muc,33.33,32.89,33.77,49.78,Neutral 😐
sophiaandcinzia,34.43,30.33,35.25,49.59,Neutral 😐
sophiahoeke,40.0,25.0,35.0,52.5,Neutral 😐
sophiebmodel,34.86,31.52,33.62,50.62,Neutral 😐
spdrmnkyxxiii,35.66,29.63,34.71,50.48,Neutral 😐
spindelsven,35.59,28.86,35.55,50.02,Neutral 😐
springawakefest,33.33,33.33,33.33,50.0,Neutral 😐
stanceworks,35.01,29.98,35.01,50.0,Neutral 😐
stillhungry4more,35.34,29.04,35.63,49.86,Neutral 😐
stork_club,37.5,25.0,37.5,50.0,Neutral 😐
stylequeen101_official,35.27,29.39,35.33,49.97,Neutral 😐
sukiandthecity,34.83,29.48,35.69,49.57,Neutral 😐
taramillamena,34.88,29.86,35.26,49.81,Neutral 😐
tashxglam,36.06,29.0,34.94,50.56,Neutral 😐
tatigrebennique,34.62,30.77,34.62,50.0,Neutral 😐
tbwaparis,33.33,27.78,38.89,47.22,Neutral 😐
teeepany,34.98,28.72,36.31,49.33,Neutral 😐
thaliaho,30.91,30.91,38.18,46.36,Neutral 😐
thattexascouple,33.33,28.74,37.93,47.7,Neutral 😐
thetinachen,68.06,21.67,10.27,78.89,Positive 😄
whatcouldbebutter,34.12,30.78,35.1,49.51,Neutral 😐
winterdevin,36.59,29.27,34.15,51.22,Neutral 😐
